address,name,lat,lng,visit,category,sub_category
서울 종로구낙산길 41,낙산공원 중앙광장,37.5807709,127.0064081,0,화장실,공중화장실
서울특별시 종로구 삼청로 117,삼청동공중화장실,37.5858415,126.981617,0,화장실,공중화장실
서울 종로구 비봉길 13,구기동공중화장실,37.6095346,126.9564006,0,화장실,공중화장실
서울 종로구 지봉로13길 46,창신동공중화장실,37.5786626,127.0126471,0,화장실,공중화장실
서울시 종로구 명륜3가 산2-13,와룡공원 주변 공중화장실,37.5914418,126.9928991,0,화장실,공중화장실
서울시 종로구 동망산1길24,숭인저소득1지역 공중화장실,37.5786102,127.0175929,0,화장실,공중화장실
서울시 종로구 동망산1길18-9,숭인저소득2지역 공중화장실,37.5786467,127.0173321,0,화장실,공중화장실
서울특별시종로구 팔판동 115-37,춘추관앞 주차장 공중화장실,37.5834421,126.9797454,0,화장실,공중화장실
서울특별시 종로구 통일로18가길 46,무악동배드민턴장 공중화장실,37.5778359,126.9583863,0,화장실,공중화장실
서울특별시 종로구 옥인동 179-1,인왕산수목원약수터 공중화장실,37.5830191,126.9635618,0,화장실,공중화장실
서울특별시 종로구 무악동 46-1894,인왕산등산로입구 공중화장실,37.5773626,126.9611167,0,화장실,공중화장실
서울특별시 종로구 옥인6길 26-17,누상동체육시설 공중화장실,37.580057,126.9642346,0,화장실,공중화장실
서울특별시 종로구 창신4가길 34-15,창신저소득지역 공중화장실,37.5749375,127.0098219,0,화장실,공중화장실
서울특별시 종로구 평창길 273,참샘골공원 공중화장실,37.6105415,126.9704556,0,화장실,공중화장실
서울특별시 종로구 관수동91-1,관수교북단 공중화장실,37.5686579,126.9920106,0,화장실,공중화장실
서울특별시 종로구 동호로401,광장시장 동문 앞 공중화장실,37.5701571,127.0016521,0,화장실,공중화장실
서울특별시 신영동 123-1,신영동 빗물저류조 내 화장실,37.6025694,126.9620902,0,화장실,공중화장실
서울특별시 종로구 궁정동 55-3,무궁화동산공중화장실,37.5841817,126.9723555,0,화장실,공중화장실
서울특별시 종로구 우정국로59,우정총국시민광장공중화장실,37.5743897,126.9825994,0,화장실,공중화장실
서울특별시 종로구 누상동 산 1-38,인왕산 누상지구 공중화장실(인왕 배드민턴장),37.5801935,126.9624337,0,화장실,공중화장실
서울특별시 종로구 무악동 산 2-84,인왕산 무악지구 공중화장실(인왕사 화장실),37.5782171,126.960241,0,화장실,공중화장실
서울 종로구낙산길 41,낙산공원 정상,37.5807709,127.0064081,0,화장실,공중화장실
서울 종로구훈정동 2,종묘공영주차장(주차시설운영처),37.5714598,126.9949388,0,화장실,공중화장실
서울 종로구훈정동 2,종묘공영주차장(주차시설운영처),37.5714598,126.9949388,0,화장실,공중화장실
서울특별시 은평구 서오릉로 137 (역촌동),롯데리아구산점,37.6107254,126.9175544,0,화장실,공중화장실
서울특별시 은평구 서오릉로 32 (녹번동),유니클로 은평점 화장실,37.6041379,126.9254314,0,화장실,공중화장실
서울특별시 은평구 서오릉로 47,평화공원지하 공영주차장 공중화장실,37.6114461,126.9153066,0,화장실,공중화장실
서울특별시 은평구 서오릉로 6 (녹번동),부자만두 화장실,37.6021303,126.9271953,0,화장실,공중화장실
"서울특별시 은평구 서오릉로 87 (역촌동, 은평구평생학습관)",은평구평생학습관 공중화장실,37.6077914,126.9211702,0,화장실,공중화장실
서울특별시 은평구 서오릉로 94 삼정스포렉스 상가(대조동),삼정스포렉스 상가 화장실,37.608995,126.9216444,0,화장실,공중화장실
"서울특별시 은평구 서오릉로 지하 63 (녹번동, 6호선 역촌역사무소)",역촌역 화장실,37.5994946,126.9385361,0,화장실,공중화장실
"서울특별시 은평구 수색로 261-1 (수색동, 수색역)",수색역 화장실,37.5802897,126.8959692,0,화장실,공중화장실
"서울특별시 은평구 수색로 지하 175 (증산동, 6호선 디지털미디어시티역)",디지털미디어시티역 화장실,37.5821068,126.9061942,0,화장실,공중화장실
"서울특별시 은평구 역말로8길 25 (대조동, 순복음교회)",순복음교회 개방화장실,37.6091397,126.9235292,0,화장실,개방화장실
